wav_file,wav_timestamp,duration_sec,num_beats_total,num_beats_used,avg_bpm,median_bpm,std_bpm,min_bpm,max_bpm,period_mean_sec,period_median_sec,period_std_sec,period_cv,sdnn_sec,rmssd_sec,amp_mean,amp_median,amp_std,amp_min,amp_max,amp_cv
mango_heartbeat_20225_nov20.wav,2025-11-21T12:43:54.288690,20.16,51,49,150.8350975524805,151.33206394407887,4.758085323297811,132.69443420567632,164.2335766423363,0.39819053819444444,0.39647916666666694,0.013158465854921328,0.03304565174900209,0.013158465854921328,0.019737355726307346,0.26992338601663285,0.27245106737223196,0.03695314812996836,0.19883512657000876,0.3759908582409949,0.13690235838880327
